0.031860	0.061035	0.976562	0
0.032043	0.062195	0.976440	0
0.030823	0.060974	0.976013	0
0.031067	0.060913	0.976562	0
0.031494	0.061646	0.975830	0
0.031799	0.062439	0.976257	0
0.031494	0.061523	0.976501	0
0.032104	0.062256	0.976196	0
0.031555	0.061768	0.976379	0
0.032471	0.062256	0.976990	0
0.031738	0.062134	0.976013	0
0.032227	0.061035	0.975830	0
0.031250	0.061584	0.978943	0
0.031128	0.061584	0.976257	0
0.032532	0.062256	0.979309	0
0.032410	0.061768	0.976562	0
0.031555	0.062256	0.975891	0
0.031677	0.061401	0.975891	0
0.031677	0.061279	0.975586	0
0.031067	0.062073	0.977295	0
0.031311	0.061646	0.976196	0
0.032104	0.062195	0.976379	0
0.031189	0.061646	0.976501	0
0.031616	0.061523	0.976562	0
0.032288	0.061829	0.977234	0
0.031982	0.061096	0.976440	0
0.032166	0.062378	0.975708	0
0.031555	0.062073	0.975464	0
0.031860	0.061035	0.975464	0
0.030945	0.061707	0.976807	0
0.031616	0.061157	0.976440	0
0.031738	0.061951	0.976685	0
0.032104	0.062134	0.976379	0
0.031555	0.061768	0.975952	0
0.031494	0.062256	0.975403	0
0.031006	0.062500	0.977112	0
0.030518	0.061829	0.976013	0
0.032288	0.062012	0.976196	0
0.031494	0.062256	0.976501	0
0.032104	0.062073	0.975708	0
0.032654	0.062256	0.975952	0
0.031494	0.060974	0.976685	0
0.032043	0.061584	0.977051	0
0.031372	0.061279	0.976013	0
0.031860	0.061462	0.976196	0
0.030884	0.061829	0.975708	0
0.030945	0.062317	0.976379	0
0.030884	0.061462	0.978333	0
0.031738	0.060974	0.976074	0
0.032043	0.061646	0.978882	0
0.032104	0.061462	0.976196	0
0.032532	0.061035	0.978577	0
0.031189	0.062195	0.976074	0
0.033020	0.061401	0.977661	0
0.032166	0.062012	0.976074	0
0.031494	0.062134	0.976196	0
0.030823	0.062195	0.976013	0
0.031860	0.062256	0.976562	0
0.032166	0.061890	0.976318	0
0.030945	0.061523	0.975769	0
0.031189	0.061157	0.977356	0
0.030945	0.061462	0.975830	0
0.031433	0.062256	0.976257	0
0.031006	0.061523	0.976929	0
0.031128	0.062012	0.976135	0
0.031677	0.061768	0.976501	0
0.032104	0.062134	0.976074	0
0.031494	0.061218	0.974731	0
0.031128	0.061768	0.976379	0
0.031799	0.061035	0.975342	0
0.031616	0.062256	0.976074	0
0.031494	0.061951	0.976440	0
0.031982	0.062073	0.975586	0
0.031555	0.062439	0.976440	0
0.031677	0.062012	0.976624	0
0.031494	0.061829	0.977356	0
0.032654	0.062378	0.976807	0
0.031433	0.061340	0.977539	0
0.032532	0.061279	0.976807	0
0.031799	0.061951	0.978821	0
0.031677	0.061584	0.976379	0
0.032043	0.061401	0.979004	0
0.032104	0.061584	0.976257	0
0.032104	0.060852	0.979065	0
0.031372	0.061218	0.976746	0
0.031433	0.061401	0.975769	0
0.031250	0.061890	0.976074	0
0.031311	0.062195	0.975891	0
0.031982	0.061890	0.976135	0
0.030823	0.060913	0.976196	0
0.031311	0.061829	0.976440	0
0.032654	0.061584	0.976196	0
0.032104	0.061951	0.976624	0
0.032227	0.061340	0.976013	0
0.031494	0.062073	0.976624	0
0.031799	0.061279	0.976135	0
0.031921	0.061035	0.976929	0
0.030884	0.060913	0.976257	0
0.031189	0.062073	0.974609	0
0.032104	0.062561	0.976501	0
0.032104	0.062134	0.974976	0
0.031982	0.061768	0.976807	0
0.031860	0.060974	0.975647	0
0.031189	0.062256	0.976929	0
0.032043	0.061096	0.977173	0
0.031677	0.062500	0.976013	0
0.032654	0.061707	0.976135	0
0.032593	0.062378	0.976807	0
0.031311	0.062012	0.976746	0
0.031982	0.062073	0.975464	0
0.032043	0.060730	0.976379	0
0.031982	0.061951	0.978638	0
0.031555	0.061829	0.976440	0
0.032166	0.061340	0.979431	0
0.031433	0.062317	0.975708	0
0.031006	0.062500	0.975769	0
0.030945	0.060913	0.975769	0
0.031799	0.061340	0.976135	0
0.031372	0.061584	0.976135	0
0.031921	0.062317	0.976135	0
0.032043	0.061890	0.976440	0
0.031311	0.061646	0.975708	0
0.031433	0.061401	0.975830	0
0.032227	0.061768	0.975952	0
