0.016418	0.010498	0.979065	0
0.016174	0.010864	0.979492	0
0.015381	0.011963	0.979248	0
0.016174	0.011108	0.979187	0
0.016296	0.011414	0.981140	0
0.015686	0.010742	0.979004	0
0.015747	0.010925	0.978577	0
0.015625	0.011414	0.981445	0
0.016113	0.011780	0.978821	0
0.016541	0.011047	0.981323	0
0.016724	0.010437	0.978882	0
0.015808	0.011597	0.979126	0
0.016052	0.010864	0.981384	0
0.015808	0.011169	0.979675	0
0.017151	0.011230	0.980103	0
0.016296	0.010437	0.981140	0
0.015625	0.010864	0.979614	0
0.015320	0.011108	0.979065	0
0.015747	0.011108	0.978882	0
0.016907	0.011230	0.979858	0
0.017090	0.010132	0.978760	0
0.016602	0.011780	0.979126	0
0.015564	0.011230	0.978394	0
0.016235	0.010986	0.979431	0
0.016296	0.010803	0.979797	0
0.016357	0.011353	0.979370	0
0.015991	0.011902	0.978760	0
0.016724	0.010254	0.979675	0
0.016235	0.010620	0.980774	0
0.017029	0.011719	0.979553	0
0.016296	0.010864	0.979492	0
0.016052	0.010986	0.978760	0
0.015930	0.010437	0.979126	0
0.016479	0.011353	0.978821	0
0.016663	0.010559	0.979614	0
0.016541	0.011536	0.979248	0
0.015442	0.010132	0.978943	0
0.015747	0.011169	0.980164	0
0.016602	0.011169	0.979797	0
0.016235	0.011230	0.979126	0
0.015808	0.010925	0.979126	0
0.015991	0.011414	0.981140	0
0.016052	0.011353	0.979675	0
0.016846	0.011353	0.981140	0
0.015259	0.011841	0.979370	0
0.016357	0.010681	0.981079	0
0.016174	0.011292	0.978455	0
0.015808	0.011414	0.979553	0
0.017151	0.010376	0.983459	0
0.016479	0.010376	0.979492	0
0.015686	0.010986	0.980164	0
0.015503	0.010864	0.979370	0
0.016174	0.011230	0.979614	0
0.016357	0.011108	0.980042	0
0.016296	0.011047	0.978882	0
0.016357	0.010437	0.979492	0
0.015930	0.011047	0.979065	0
0.015137	0.010864	0.979553	0
0.017517	0.011719	0.979797	0
0.017822	0.010925	0.978638	0
0.015869	0.011597	0.979614	0
0.015076	0.010681	0.978943	0
0.017334	0.011230	0.980225	0
0.018127	0.011047	0.977112	0
0.017578	0.011536	0.979248	0
0.017212	0.011902	0.980591	0
0.016663	0.010376	0.979004	0
0.015869	0.011597	0.980469	0
0.016418	0.010681	0.978638	0
0.015564	0.010620	0.978027	0
0.016113	0.010803	0.978882	0
0.016174	0.011169	0.976196	0
0.017334	0.010986	0.973511	0
0.016479	0.011414	0.976746	0
0.016418	0.011780	0.983887	0
0.016724	0.011597	0.990601	0
0.015747	0.011108	0.987427	0
0.016357	0.010437	0.970886	0
0.016418	0.010803	0.967468	0
0.017944	0.010742	0.969116	0
0.016907	0.010132	0.972473	0
0.016235	0.012085	0.992432	0
0.014526	0.011780	0.991394	0
0.016418	0.011169	0.979980	0
