455	556	15976	48	83	-25	1
459	575	15949	46	76	-23	1
476	567	15993	67	82	-19	1
465	559	15998	53	100	-24	1
454	575	15981	37	107	-20	1
465	576	15990	38	104	-18	1
464	554	15975	35	93	-8	1
477	545	15974	42	78	-8	1
459	573	15976	71	85	-21	1
488	553	15990	45	87	-27	1
470	551	16006	29	96	-30	1
484	555	15970	44	93	-24	1
482	565	16022	63	102	-13	1
467	573	15974	65	96	-26	1
469	571	16002	62	92	-36	1
483	567	16001	38	82	-34	1
478	552	15994	51	89	-18	1
487	573	15986	42	88	-16	1
489	542	16050	39	93	-12	1
460	546	15991	74	80	-26	1
473	564	15992	63	87	-37	1
478	565	16008	51	88	-21	1
473	579	15974	40	84	-21	1
458	547	15994	52	90	-28	1
497	543	16063	56	98	-20	1
471	543	15983	65	77	-24	1
472	573	15995	59	82	-33	1
458	584	15995	58	93	-24	1
464	562	15969	68	90	-30	1
461	583	15985	55	97	-28	1
439	573	16009	43	90	-23	1
479	581	16000	56	73	-21	1
484	576	15999	71	103	-35	1
464	567	15993	68	100	-19	1
470	561	15986	63	82	-17	1
468	558	15995	44	73	-29	1
471	561	15958	47	81	-26	1
467	557	15985	69	99	-33	1
474	560	16007	74	102	-44	1
484	564	15985	62	83	-26	1
483	559	15988	52	81	-10	1
479	552	16002	56	87	-16	1
471	550	15987	58	77	-25	1
470	549	15987	78	93	-44	1
461	559	15988	58	105	-33	1
483	543	15999	38	103	-29	1
473	558	15982	49	97	-12	1
475	581	15974	44	98	-11	1
465	557	15973	55	92	-24	1
486	566	15995	69	90	-25	1
472	560	16007	69	92	-22	1
470	556	15998	58	86	-13	1
477	559	16005	56	102	-13	1
471	553	15990	52	94	-13	1
472	561	15978	81	76	-19	1
470	573	15989	85	94	-34	1
465	558	15997	54	104	-17	1
472	577	15986	46	97	-27	1
466	548	15983	61	107	-23	1
463	556	16043	58	104	-19	1
453	569	15955	58	91	-19	1
469	561	15998	66	97	-43	1
460	573	16002	63	80	-33	1
476	581	16001	54	85	-33	1
468	551	15996	54	89	-16	1
452	550	16023	56	92	-16	1
464	562	15991	55	68	-19	1
481	570	15983	53	88	-34	1
465	567	15995	56	90	-25	1
461	569	15980	53	86	-25	1
466	559	15985	55	95	-18	1
452	560	16033	56	93	-26	1
489	550	15998	80	79	-38	1
467	560	16002	57	86	-47	1
478	557	16012	47	97	-29	1
452	574	15975	44	93	-19	1
478	576	15987	47	92	-26	1
454	579	15993	56	101	-8	1
463	568	15985	79	96	-34	1
467	548	16006	66	88	-34	1
466	556	15983	69	79	-22	1
481	564	16005	58	78	-14	1
476	573	15986	49	87	-31	1
466	558	16008	47	71	-14	1
486	558	15998	71	65	-37	1
462	580	15998	53	80	-35	1
482	566	16023	62	95	-19	1
462	564	15968	80	95	-24	1
468	562	15989	67	87	-29	1
472	567	15983	66	81	-31	1
475	568	15968	83	92	-38	1
461	578	16013	53	81	-11	1
471	567	16020	55	80	-11	1
489	560	15996	61	86	-32	1
465	571	15994	45	92	-32	1
484	565	15974	50	87	-18	1
478	568	15985	76	96	-31	1
480	576	15994	67	93	-31	1
467	576	16003	65	84	-20	1
446	563	16015	63	81	-13	1
451	559	16027	49	89	-27	1
460	584	15981	57	89	-38	1
482	559	16000	80	97	-46	1
466	556	15990	67	107	-30	1
471	573	15989	50	87	-19	1
466	562	15994	50	80	-17	1
472	558	16014	54	81	-28	1
489	562	15986	74	73	-19	1
461	556	15973	60	90	-26	1
456	575	16000	64	97	-26	1
462	565	15984	67	102	-30	1
466	569	16002	73	101	-35	1
490	560	16052	59	100	-18	1
465	553	16009	79	71	-24	1
488	563	16024	57	80	-31	1
481	567	15994	45	80	-18	1
486	583	16017	61	82	-26	1
